IRI	Label	Issue
http://purl.obolibrary.org/obo/ERO_0001522	derives_from_organism_or_virus	not an RO property
http://purl.obolibrary.org/obo/ERO_0001530	antibody_produced_by	not an RO property
http://purl.obolibrary.org/obo/ERO_0001533	has_antibody_target	not an RO property
http://purl.obolibrary.org/obo/ERO_0001534	related_immunotechnique	not an RO property
http://purl.obolibrary.org/obo/ERO_0001548	species_non_reactivity	not an RO property
http://purl.obolibrary.org/obo/ERO_0001598	author_of	not an RO property
http://purl.obolibrary.org/obo/ERO_0001768	has_organization_member	not an RO property
http://purl.obolibrary.org/obo/ERO_0001811	has_format	not an RO property
http://purl.obolibrary.org/obo/ERO_0001823	has_phenotype_biological_process	not an RO property
http://purl.obolibrary.org/obo/ERO_0001824	has_software_license	not an RO property
http://purl.obolibrary.org/obo/ERO_0001825	has_phenotype_anatomical_entity	not an RO property
http://purl.obolibrary.org/obo/ERO_0001826	has_mammalian_phenotype	not an RO property
http://purl.obolibrary.org/obo/ERO_0001827	has_phenotype_quality	not an RO property
http://purl.obolibrary.org/obo/ERO_0001836	has_phenotype_annotation	not an RO property
http://purl.obolibrary.org/obo/ERO_0001905	is_pi_of	not an RO property
http://purl.obolibrary.org/obo/ERO_0001906	is_director_of	not an RO property
http://purl.obolibrary.org/obo/ERO_0001908	objective_achieved_by_operation	not an RO property
http://purl.obolibrary.org/obo/ERO_0001966	has_phenotypic_sex	not an RO property
http://purl.obolibrary.org/obo/ERO_0001967	has_potency	not an RO property
http://purl.obolibrary.org/obo/ERO_0001968	has_co-developed_line	not an RO property
http://purl.obolibrary.org/obo/ERO_0001969	derives_from_cell_line	not an RO property
http://purl.obolibrary.org/obo/ERO_0001970	has_viability	not an RO property
http://purl.obolibrary.org/obo/ERO_0002018	has_application_toward	not an RO property
http://purl.obolibrary.org/obo/ERO_0002031	has_relationship_to_proband	not an RO property
http://purl.obolibrary.org/obo/ERO_0002095	participates_in_human_study	not an RO property
http://purl.obolibrary.org/obo/ERO_0002100	has_diagnosis	not an RO property
http://purl.obolibrary.org/obo/ERO_0002191	is_member_of_resource_collection	not an RO property
